,text,Radnja,Rezija,Gluma,Muzika,Opsti utisak film,Opsti utisak komentar,Specijalni efekti
358,"Film je dobar, ali predugačak. Čini se kao da je 80% filma uvod, pa ispada razvučen.",None,None,None,None,Positive,None,None
359,"Ma nije razvučen. Sve je to s razlogom, film je epski. Jedva čekam DVD rip pa ću ponovo da ga gledam. Inače kraj je odličan.",None,None,None,None,Positive,None,None
360,The dark knight rises je prešao po zaradi milijardu $. Po meni je i bolji od prethodnog filma. Šteta što nolan neće raditi još neki deo.,None,Neutral,None,None,Positive,None,None
361,Gadno.,None,None,None,None,Negative,None,None
362,Joj kako je ovaj film smorio. Delovalo je interesantno na trejlerima ali zato je bilo naporno za gledanje.,None,None,None,None,Negative,None,None
363,Trejler dobro izgleda. Jedva čekam :)),None,None,None,None,Positive,None,None
364,Spajdi je izgleda krenuo dobro na bioskopskim blagajnama,None,None,None,None,Positive,None,None
365,Kako je loš film! Ne mogu da verujem!!,None,None,None,None,Negative,None,None
366,Samo ako ste veliki fanovi kopole. Posle kuma nikad ne bih očekivala da će napraviti ovakav smor od filma,None,Neutral,None,None,Negative,None,None
367,Slažem se. I ja se smorih žešće. Koji je ovo trip. Lynch je majstor za ovakve filmove ali Kopola očigledno nije,None,Negative,None,None,Negative,None,None
368,Ja stvarno ne znam ko ovo može da gleda. Onaj haselhof je neverovatno antipatičan i netalentovan a film bar po reklami deluje neviđeno debilno,None,None,Negative,None,Negative,None,None
370,Gledao u 3D. Jel moguće da se ništa nije popravilo. Pa ovakav 3D je bio i pre 10 godina. Cvikeri su katastrofa i žuljaju. Ne bacajte pare gledajte 2D verziju. Film inače i nije toliko loš.,None,None,None,None,Neutral,None,None
371,"Jeste u pravu su oni koji kažu da likovi nisu dovoljno razrađeni i da se ponašaju nelogično u nekim situacijama, međutim Ridli Skot je ipak majstor i film je bolji od većine SF smeća koje danas prave. Vredi pogledati.",None,Positive,None,None,Positive,None,None
372,Film i nije tako loš kao što kažu neki ali otkud tako visoka ocena. Po meni između 7 i 8,None,None,None,None,Neutral,None,None
373,Fasbender je odličan kao David. Ostali malo manje. Šarliz je totalno prazna. Uopšte ne znam šta je radila u filmu osim što stvarno dobro izgleda :),None,None,Positive,None,None,None,None
374,Šteta mogao je biti dobar film ali scenario je baš tanak.,Negative,None,None,None,Neutral,None,None
375,Konačno pravi sf film sa idejom. U svakom slučaju mnogo bolje od transformersa i bojnog broda ...,None,None,None,None,Positive,None,None
376,"Glupog li filma, a još i 2 sata traje..",None,None,None,None,Negative,None,None
377,Čujem da je još bolji od Borata mada nije humor za svakoga. Trejler je odličan :),None,None,None,None,Positive,None,None
378,U celini gledano borat je smešniji mada je i ovde bilo dobrih scena.,None,None,None,None,Positive,None,None
379,"Mel is back :). Posle lude jurnjave glavnog lika hvata policija i završava u meksičkom zatvoru. A zatvor je totalna ludnica. Pored robijaša tu žive i žene sa decom, organizuju se zabave, trgovina i ko zna šta sve ne. Haos film sa otkačenim humorom, dobrom muzikom i akcijom",None,None,Positive,None,Positive,None,None
380,"Posle nekoliko loših filmova konačno jedan dobar Gibsonov film. Drama, akcija, dobro zezanje. Pravi film za opuštanje.",None,None,Positive,None,Positive,None,None
381,Ovaj Mel je stvarno faca. Možda je pijandura i nasilnik ali stvarno zna da napravi film. Imao je on i promašaja ali zato ovaj film je loodilo. Odlično mu stoje ovakve uloge disturbed ali cool likova koji se odlično snalaze gde god da ih baciš.,None,None,Positive,None,Positive,None,None
382,Ovo jako liči na mercury rising. Malo konfuzno na početku ali sve u svemu ko voli akciju sasvim ok. Više ispaljenih metaka nego izgovorenih reči :),None,None,None,None,Neutral,None,None
383,Odličan izbor. Najbolji film iz ff serije. Em se radnja odigrava u brazilu em sve pršti od akcije. Šta još čovek da poželi,None,None,None,None,Positive,None,None
384,E još kad se tome doda i tabačina između roka i vin dizela. Inače navijao sam za dizela moram priznati :),None,None,Neutral,None,None,None,None
385,Rock bi obrisao pod sa dizelom da je prava tuča u pitanju. Veći i jači je od njega vidi se iz aviona.,None,None,Neutral,None,None,None,None
386,E koja konfuzija od filma. Ne zna se jel komedija horor ili nešto treće. Zaobići ako cenite svoje vreme,None,None,None,None,Negative,None,None
387,"tipično za deppa. ako nisi fan zaobiđi, ako jesi ne propuštaj :p",None,None,Positive,None,None,None,None
388,"Odlična preporuka, definitivno treba pogledati . Španci stvarno znaju da iznenade. Od čega oni naprave film a da uopšte nije dosadan. Pravi triler a niko nije ubijen",None,None,None,None,Positive,None,None
389,"Po mom mišljenju, najbolji deo Gospodara prstenova.",None,None,None,None,Positive,None,None
390,Fellowship of the ring je najbolji. Ovo je odmah iza a onaj treći deo su baš zabrljali.,None,None,None,None,Neutral,None,None
392,"Sve, sve ali kapetan amerika izgleda smešno u onom kostimu. Znam da će biti klasična američka razbijačina ali jbg must see za mene",None,None,None,None,Neutral,None,None
393,Uh jedva čekam da puste ovo kod nas. Ove godine samo Tor je bio valjao a gvozdenog i CA su zeznuli. Po pričama čini se da ovo neće biti loše,None,None,None,None,Neutral,None,None
394,Nema šta ovaj put su uboli kako treba. Trejler me nije nešto oduševio ali zato film jeste. Svega ima u pravoj meri. Hulk i kapetan amerika deluju mnogo ubedljivije ovde nego u svojim filmovima. Zajedno sa Nolanovim betmenom najbolji film o superherojima.,None,Positive,None,None,Positive,None,None
395,Najbolje od marvelovih ekranizacija do sada. Najbolje izdanje Hulka do sada. Ovako su ga trebali predstaviti i u ranijim filmovima. Robert Dauni po običaju odličan i dodaje dosta humora u film.,None,None,Positive,None,Positive,None,None
396,Ne shvatam otkud toliko loženje na avengers. Film je ok ali daleko od savršenog i čudi me da je uspeo da pređe milijardu u zaradi. Mada i ne čudi me kad znam koliko je Titanik zaradio. Meni je Nolanov Betmen mnogo jači film.,None,None,None,None,Negative,None,None
397,Klasična SF trešina ali nema šanse da ne gledam. Lik Beson zna da ubode pravu stvar a još i kod nas snimano pa šta ćeš više. Ne znam samo kako naši ne mogu da naprave tako nešto a očigledno imaju gde,None,Positive,None,None,Neutral,None,None
398,"Guy Pearce odličan, nešto kao die hard u svemiru. Ko očekuje opuštenu zabavu i akciju preporučujem film.",None,None,Positive,None,Positive,None,None
399,O bože pa dokle više s tim Titanikom. Ovo samo na brzo premotavanje može da se gleda,None,None,None,None,Negative,None,None
400,Odličan je film! Svima koji nisu gledali preporučujem da gledaju obavezno u 3D! Pravi doživljaj :) <3,None,None,None,None,Positive,None,None
401,Sjajan film <3 Leonardo <3,None,None,Positive,None,Positive,None,None
402,Koji smor od filma. Ovi šta god maznu iz evrope upropaste. Kad će već jednom naučiti,None,None,None,None,Negative,None,None
403,Odličan film. Nije klasična šablonska romantična komedija koje ameri štancuju u poslednje vreme.,None,None,None,None,Positive,None,None
404,Ovaj film je izuzetno dosadan. Ne znam čemu ovoliko visoka ocena. Po meni jedna slaba šestica. Ova mala Mila je dobra jedino u ludim 70tim.,None,None,None,None,Negative,None,None
405,Fasbender odličan kao magneto. Ovo je još i najbolje u X MEN seriji filmova,None,None,Positive,None,Positive,None,None
406,"Ko je željan malo odmora od američkih blokbastera ovo je pravi film. Dobra gluma, dobra fotografija i lepe lokacije. Film prikazuje socijalne razlike u francuskoj i baziran je na istinitoj priči ali nije uopšte težak. Treba pogledati",None,None,Positive,None,Positive,None,Positive
407,"Osvežavajuće, skroz pozitivno, duhovito... čista desetka !",None,None,None,None,Positive,None,None
408,"Dobar film, sa dobrim tempom ali mislim da je ipak original bolji. Noomi Rapace je ipak jači lik od glumice u američkoj verziji",None,None,Neutral,None,Positive,None,None
409,Ima čovek 5 banki al je još dobar,None,None,Positive,None,None,None,None
410,Ovo je zajedno sa prvom najbolja nemoguća misija u serijalu. Mada malo je zeznuo stvar i malo pokvario utisak sa onim pominjanjem nas. Pa zašto smo mi uvek negativci ...,None,None,None,None,Positive,None,None
411,Jbt koliko ovakvih filmova. Pa dajte nešto novo. Ovi ameri samo štancuju totalno iste filmove. Gledao bitku za LA i smorio se posle 5 min ovo vala neću,None,None,None,None,Negative,None,None
412,"Akcija i efekti su odlični ali ništa novo i definitivno ne opravdavaju ostatak filma. Dijalozi su užasni, vanzemaljci neviđeno glupi kao i sama priča. Film je očigledno namenjen deci. Samo za ljubitelje efekata i besmislene akcije.",Negative,None,None,None,Negative,None,Positive
413,Nekom se neće svideti ali nažalost ovo je slika mladosti u srbiji. Eksplicitne scene seksa i nasilja su čini se tu samo da privuku ili šokiraju. Valjda se autor vodio onim bolje da se priča makar i negativno nego da se ne priča uopšte,None,Neutral,None,None,Neutral,None,None
414,Ovaj film neće razočarati fanove ovog filmskog serijala. Film ima sav onaj poznati humor ali najvažnije ima i srce. Smejao sam se tokom celog filma ali mislim da su prva 3 minuta najsmešnija.,None,None,None,None,Positive,None,None
415,Jedna od boljih komedija u poslednje vreme. Sifler je car. Čovek drži ceo film :).,None,None,Positive,None,Positive,None,None
416,Nisam gledao prvi film ali sad kad sam video ovaj moraću ga pogledati :). Iskidao sam se,None,None,None,None,Positive,None,None
417,Koji smor od filma. Ne znam zbog čega tolika frka. Japanska verzija je mnogo bolja,None,None,None,None,Negative,None,None
419,Snežana je promašena totalno. Cura je mnogo bledunjava i sigurno nije lepša od Šarliz Teron. Inače film je ispod proseka,None,None,None,None,Negative,None,None
420,Još jedan film koji se pogleda i odmah zaboravi. Trebalo je da znam čim sam video onu bledunjavu kristen.,None,None,Negative,None,Negative,None,None
422,Nije loš film ali nije na nivou taken. Taken je meka akcionih filmova,None,None,None,None,Neutral,None,None
423,loš film,None,None,None,None,Negative,None,None
424,"Volim Liama Nisona ali ovo mu je stvarno loš film. Priča je slaba, režija još gora, jeftini akcioni trikovi... Sve u svemu dosadan film.",Negative,Negative,Positive,None,Negative,None,None
425,Koji smor od filma. Mnogo ispod klasika tipa omen ili exorcist,None,None,None,None,Negative,None,None
426,E ovo nije za decu već odrasle. Otkačen humor totalno u Depovom stilu.,None,None,Positive,None,None,None,None
427,Ako očekujete akciju u stilu filma Taken onda ovo nije film za vas. U pitanju je drama tj. borba čoveka protiv prirode i to je prilično realistično urađeno. Cela ekipa je odlična. Sve u svemu preporuka za film,None,None,None,None,Positive,None,None
428,Ne sećam se kad sam gledao neki dobar film sa valbergom. Beše to jako davno,None,None,Neutral,None,Negative,None,None
429,Kad vidim trejler dođe mi da pogledam film. Ovi ameri samo kasape filmove o mitovima i legendama ali uvek me navuku zanimljivim trejlerima. Ne znam samo kad su poslednji put nešto dobro uradili.,None,None,None,None,Negative,None,None
430,Strašno kakvi se filmovi danas snimaju. Samo specijalni efekti i ništa više. Žali bože izgubljenog vremena,None,None,None,None,Negative,None,Neutral
431,Što ovako niska ocena pa film nije loš. Mada ne treba očekivati klasičnog Sherloka. Ovo je Holms na steroidima i ko zna čemu još :),None,None,None,None,Positive,None,None
432,Ovaj me je prijatno iznenadio. Film o supermoćima i kako utiču na ljude. Nešto malo drugačije od onog na šta smo navikli u filmovima o superherojima.,None,None,None,None,Positive,None,None
433,Ovo je čisto gubljenje vremena. Debilan humor. Žali bože utrošenih 2 sata vremena,None,None,None,None,Negative,None,None
434,Ovo je film za ljude koji vole da angažuju mozak dok gledaju film. Odličan film,None,None,None,None,Positive,None,None
435,Ja sam morao dva puta da gledam film da bih sve pohvatao. Svaka čast za izbor :),None,None,None,None,Positive,None,None
436,Zajedno sa mementom najbolji Nolanov film. Odličan izbor,None,Positive,None,None,Positive,None,None
437,Dobar… DiCaprio je jednom priznao da nije baš ni razumeo u potpunosti o čemu se radi u filmu :).,None,None,Positive,None,Positive,None,None
438,Vrh! Ne znam šta bih još dodao,None,None,None,None,Positive,None,None
439,Jedan od najjačih filmova ikada,None,None,None,None,Positive,None,None
440,"Kakva je ovo lista? Ovo je jedan od najboljih filmova svih vremena, a ovde ima ocenu 6,6.",None,None,None,None,Positive,None,None
441,Simpatičan filmić. Gledala sam ga u 3D i zaista vredi pogledati. Super za nedeljno poslepodne ;),None,None,None,None,Positive,None,None
442,"Meni je bilo muka dok sam gledao film u 3D :D, ali ok.. može da se gleda i 2D :D",None,None,None,None,Neutral,None,None
443,Odličan film!,None,None,None,None,Positive,None,None
445,Nema šta španci znaju da naprave zanimljiv film. Konačno neki film da zahteva malo i mozga,None,None,None,None,Positive,None,None
446,Predobar ! Nije bilo teško provaliti ubicu :D,None,None,None,None,Positive,None,None
447,"Strašno je da se u Srbiji još uvek sve ovo dešava. Film je dobar, duhovit i malo podseća na Gaj Ričijev stil.",None,Positive,None,None,Positive,None,None
448,"uff… pa nije mi nešto.. par šala, ali sve u svemu dosadan film sa slabom pričom.",Negative,None,None,None,Negative,None,None
449,"Originalna verzija je bila mnogo bolja. Već posle 15 minuta počinje smaranje. Ništa se ne događa u filmu, samo dosadni dijalozi ...",Negative,None,None,None,Negative,None,None
450,"Prosečan film, ništa novo ali simpatično i može se pogledati. Ako razmišljate šta bi gledali sa boljom polovinom ovo bi mogao biti izbor :).",None,None,None,None,Neutral,None,None
451,"Ništa posebno, čak pomalo i dosadno. Jedina pohvala za pokušaj da se film učini realnijim pažljivim odabirom glumaca.",None,None,Positive,None,Neutral,None,None
453,Koji smor od filma. Sve je mnogo usporeno a posebno je nelogično ponašanje glavnog lika pogotovo na samom kraju filma. Neki će verovatno reći da je to umetnost ali za mene nije...,None,None,None,None,Negative,None,None
454,Očekivao sam mnogo više od ovoga. Denzel je cool kao i uvek ali ipak nedovoljno da izvuče film.,None,None,Positive,None,Negative,None,None
455,Pravi film za nedeljno poslepodne. Ja sam uživala. Adam Sandler uvek dobar :),None,None,Positive,None,Positive,None,None
456,ma bezveze je film. pojma nemaš!,None,None,None,None,None,Negative,None
457,Simpatičan film. Mislim da zaslužuje veću ocenu od šestice. Jedan od boljih Sendlerovih i Dženiferinih filmova. Njih dvoje su se dobro uklopili i pokazali da nije sve u nogama i lepoti mladih devojaka.,None,None,Positive,None,Positive,None,None
